state,sld_page,substation_name,substation_code,voltage_levels,connected_substations,generators_attached,notes
NSW,NSW-g,HOLROYD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,ROOKWOOD RD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,GUILFORD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,EAST PARRAMATTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,NORTH PARRAMATTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,WEST PARRAMATTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,WETHERILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,POTTS HILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,SEFTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,GREENACRE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,BANKSTOWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,CAMELLIA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,GRANVILLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-g,SMITHFIELD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,O 947/WB2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,ILFORD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,CADIA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,BURRONDONG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,MANILDRA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,MOLONG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,WELLINGTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,ORANGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,GOULBURN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,MARULAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,FAIRFAX,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,TARALGA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,BANNABY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,WOLLAR,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,PANORAMA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,MT PIPER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,MU DGEE BERYL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,WALLERAWANG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,KATOOMBA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,MACARTHUR,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,AVON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,WOODLAWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,CAPITAL HILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,CAPITAL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,KANGAROO VALLEY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,BENDELLA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,DUBBO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,NEVERTIRE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,WEST 9GT 9GR,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,NARROMINE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,NARROMINE943/2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,NYNGAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,SCRUBBY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-h,BODANGORA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,A30 A54 A54,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,EAST LAKE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,CANBERRA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,QUEANBEYAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,WODEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,WANNIASSA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,A41 A41 GILMORE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,THEODORE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,ROYALLA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,WILLIAMSDALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,MUNYANG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,BEGA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,STEEPLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,FLAT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,BOCO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,CAUSEWAY CITY EAST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,BRUCE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,BELCONNEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,LATHAM,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,GOLD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,CIVIC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,LAKE A45/1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,BURRINJUCK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,MURRUMBURRAH4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,YASS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,GULLEN RANGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,GUNNING,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,CULLERIN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,RANGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,COWRA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,FORBES,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,PARKES,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,SNOWY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,ADIT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,COOMA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,MUGGA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-i,GOOGONG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,BAYSWATER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,REGENTVILLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,LIVERPOOL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,ABBOTSBURY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,LEPPINGTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,DENHAM,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,COURT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,NEPEAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,SYDNEY WEST5,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,SYDNEY SOUTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,INGLEBURN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,DAPTOSPRINGHILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,TALLAWARRA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,LAWSON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,WARRIMOOMAMRE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,MT DRUIT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,PENRITH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,GRANGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,ORAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,BRINGELLY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-j,S /CS /C,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,LOWER TUMUT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,UPPER TUMUT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,URANQUINTY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,FINLEY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,DENILIQUIN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,COLEAMBALLY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,YANCO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,GRIFFITH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,WAGGA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,MORVEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,ANM ALBURY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,HUME,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,MULWALA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,COROWA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,BALRANALD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,BURONGA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,BROKEN HILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,DARLINGTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,POINT3 1 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,GUTHEGA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,TUMUT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,JOUNAMA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,GADARA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,BLOWERING,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-k,SILVERTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,RED CLIFFS,RCTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,RCTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,WEMEN,WETS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,WETS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,SHTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,FVTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MORTLAKE,MOPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MOPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,HEYWOOD,HYTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,HYTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,HYTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,HYTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,PORTLAND,PTWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,PTWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,ALCOA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MURRAYLINK,MLRC,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MLRC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MRTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,RCTS KGTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,BETS SHTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,APD 1 TRTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,APD 2 MOPS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MLTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,TRTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MLTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MOPS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,KARADOC,KSF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,BANNERTON,BSP,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,ROBINVALE,RVL,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,WEMEN SOLAR FARM,WSF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,HOTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MURRAWARRA,MRTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-a,MWWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,KERANG,KGTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,KGTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BENDIGO,BETS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BETS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,L4 L2 B3 B4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,FOSTERVILLE,FVTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,CHALLICUM HILLS,CHW,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,ARARAT,ART,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,STAWELL,STL,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,HORSHAM,HOTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,WAUBRA,WBTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,WBTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,WAUBRA WF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,TARRONE,TRTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BATS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,KGTSWETS BETS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,HYTS1 MLTS1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,ARWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,ARTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BGR ARTART STL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BUANGOR,BGR,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,KIATA,KWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,GANNAWARRA SOLAR,GSF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,SWAN HILL,SHL,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,GANNAWARRA ESS,GESS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,GESS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BGTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BGWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,BULGANA,BGTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,CWWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,CROWLANDS,CWTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,CWTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-b,HYTS1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,TGTS TIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,YAMBUK,YWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,TERANG,TGTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,TGTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MORTONS LANE,MLWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MLWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,OAKLAND HILL,OWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,GEELONG,GTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,KTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,B1B2B3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,PTH 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,PTH 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,KTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,DEERPARK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MLTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,COBDEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,CAMPERDOWN COLAC WINCHELSEA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,GTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MOORABOOL,MLTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,GTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,ELTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MOPS 2 SYTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,SYTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MT MERCER,MEWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MEWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,ELAINE,ELTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MLTS 1 SMTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MLTS 2 SMTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,SYDENHAM,SYTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,SYTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,BATS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,BATS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,BLTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,SMTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,SMTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,HAMILTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,NAREEB,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,SALT CREEK,SCWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,SCWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MT GELLIBRAND,MGW,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,BALLARAT,BATS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,BALLARAT NTH,BAN,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MLTS1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MLTS2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,YALOAK SOUTH,YSW,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,BACCHUS MARSH,BMH,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,BALLARAT ESS,BESS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MOORABOOL STH,MSWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MSWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MOORABOOL NTH,MNWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,MNWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,ELWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-c,YENDON WF,YDW,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,SHEPPARTON,SHTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,DDTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,GNTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
